店铺名称,类别,评分,所在区,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
顺兴顺食品(左滩店),蛋糕,3,顺德,龙江,22.803096,113.077533,顺德区龙江镇左滩长沙新路1号（近左滩居委会）,层层在意蛋糕68元，爱的乐园蛋糕68元，缤纷时光蛋糕98元，浓浓的爱裸蛋糕128元，栗子情怀蛋糕128元，层层在意蛋糕128元，魅力非凡蛋糕128元，情意绵绵裸蛋糕128元，森林荟萃蛋糕128元，幸福果实蛋糕128元，爱的乐园蛋糕128元，榴莲千层蛋糕168元;,周一至周日 07:00-22:00,0757-23371080,1,,
莲丰餐厅,快餐,4.1,禅城,禅城区,23.013282,113.051195,禅城区莲大路18号,2-3人餐98元;,,0757-82511699,1,,
金福酒家,粤菜,3.5,高明,荷城,22.888328,112.88045,高明区泰和路178-182号,4-5人餐155元，6-8人餐200元，8-10人餐238元;,,0757-88236033/18928506033,1,,"腊肉拆缩骨大头鱼,酸菜焖黑鹅,白灼萝卜丝"
聚鲜楼,其他地方菜,4.7,禅城,同济,23.017098,113.107533,禅城区同季街7号（近简村）,双人餐48元起;,周一至周日 12:00-02:00,0757-82231657,1,,"土豆红烧肉,炸藕丸,糍粑,花生芽炒肉,鸳鸯拼盘"
笨笨甜品店,西式甜品,3.5,禅城,东方广场,23.037407,113.11938,禅城区锦华路83号三层3AP25号,9.9元笨笨甜品店休闲单人餐，19.9元笨笨甜品店休闲双人餐;,周一至周日 14:00-24:00,13516592745,1,笨笨甜品，位于福兴街2号，交通便利，周边东方广场生活娱乐设施俱全，是休闲逛街的好去处。笨笨甜品的每一款甜品都是精心之作，体现了老板对于生活的热爱，同时把这种对于生活的热爱带给身处于都市中的人。,"柠檬汁,柚子茶,玫瑰花茶,什果凉粉,芒果布丁,红豆冰,芒果西米露"
华隆饼屋(三洪奇店),蛋糕,3.9,顺德,北滘,22.901176,113.20408,顺德区北滘镇三洪奇市场2号铺（蓝湾沐足斜对面）,5英寸蛋糕33元起，5英寸蛋糕33元起，98元蛋糕2选1，98元蛋糕4选1，甜蜜情人98元，满载希望98元，鲜果派对108元，草莓之恋108元，草莓芝士蛋糕108元，依偎108元，芒果千层蛋糕120元，榴莲千层蛋糕135元，136元蛋糕2选1，榴芒双拼138元;,,0757-26323707/18144703829,1,富华隆饼屋始创于1986年，是生产面包、西饼、生日蛋糕和中秋月饼的烘焙企业。华隆经多年的潜心经营，有多家精品直营店，遍布顺德各镇街，为广大顾客朋友提供“天然、营养、健康”的产品及便捷服务。现代化中央工厂，自动化产品生产线，能更有效的保证产品的卫生和品质。华隆饼屋一贯秉承“品质、服务、卫生、食品价值”的经营理念服务大众，是一家生产芝士类、慕斯类和特色面包冻品蛋糕，以满足二十一世纪人们追求天然、营养、健康、绿色的需求，华隆将继往开来，为顾客提供更高品质与服务，扩大品牌效应，创立烘焙业典范。,
海南羊庄(大良店),羊肉火锅,3.5,顺德,大良,22.81604,113.27282,顺德区新桂南路与广安街交叉口（往宝林寺方向）,4-6人餐138元，4-6人餐188元;,春季、秋季、冬季 周一至周日 10:30-14:30 17:00-21:30,0757-22610388,1,,
华隆饼屋(林头店),蛋糕,3.9,顺德,北滘,22.925787,113.22399,顺德区北滘镇林头居委会国基大厦62号（顺德农商银行斜对面）,5英寸蛋糕33元起，5英寸蛋糕33元起，98元蛋糕2选1，98元蛋糕4选1，甜蜜情人98元，满载希望98元，鲜果派对108元，草莓之恋108元，草莓芝士蛋糕108元，依偎108元，芒果千层蛋糕120元，榴莲千层蛋糕135元，136元蛋糕2选1，榴芒双拼138元;,,0757-26326733,1,,
爱客多面包店(禅城2店),蛋糕,3,禅城,澜石,22.983884,113.118552,禅城区南江货仓商场侧50米,78元蛋糕9选1，88元蛋糕3选1，98元蛋糕9选1，108元蛋糕3选1，冰激凌蛋糕128元，冰激凌蛋糕168元;,周一至周日 08:00-22:00,18923269136,1,爱客多蛋糕店创始人吕生是位蛋糕专业师傅，曾经在北京服务多家高级西饼，制作蛋糕方面一直都是精益求精，制作出来的蛋糕总是那么的精美，味道更是让人回味无穷。蛋糕代表着幸福和甜蜜，在重要的日子里，我们会选择用它来传递期望和祝福。相传，点着蜡烛的生日蛋糕具有神奇的力量，能为我们带来好运驱除恶魔。心中默许的愿望，在吹灭所有蜡烛后就一定能够实现。 在原有的基础上，2010年投入了外送服务，现遍布多个城市爱客多不仅完善了产品质量，更体现一条龙服务，你只需一个电话，我们就会把蛋糕优质的送到您的手中。在日益竞争的市场中爱客多真正做到了严把质量关。真诚的服务，永恒的目标，是爱客多不懈的追求，公司以质量求生存，以诚信谋发展.在未来的的日子里我们坚持做到更好，敬请期待.....,
麦道西饼(罗村分店),西式甜品,3.5,,南庄,22.939877,113.024732,南庄罗村市场旁38号,彩虹蛋糕88元，千层蛋糕98元，水果  巧克力  蛋糕118元，优质芒果水晶蛋糕128元，寿星蛋糕130元，水果蛋糕138元，数码蛋糕138元，玫瑰数码蛋糕148元，鲜水果蛋糕238元;,周一至周日 09:00-24:00,13450529233,1,,"彩虹蛋糕,水果  巧克力  蛋糕,数码蛋糕,寿星蛋糕,玫瑰数码蛋糕"
采芝林养生炖汤馆,快餐,3.5,顺德,容桂,22.767281,113.27377,顺德区千禧广场86号,单人餐30元;,,0757-23610288,1,,"蝎子汤,玛卡汤,川贝海底椰炖鳄鱼"
嘉裕蛋糕,小吃快餐,0,,盐步,23.0867,113.17967,盐步盐步市场四周9-10号,85元蛋糕2选1，10英寸蛋糕88元起，母亲节感恩慕斯蛋糕98元，水果蛋糕98元，水果蛋糕99.9元，100元蛋糕2选1，心形水果蛋糕108元，心形水果蛋糕125元，水果蛋糕125元，12英寸蛋糕126元起，全水果芝士蛋糕146元，芒果蛋糕165元，栗子抹茶蛋糕168元，特色蛋糕200元;85代100元;,周一至周日 09:00-21:00,13670925804,1,,水果蛋糕
诺家烘焙(北湖二路提货点),蛋糕,0,南海,罗村,23.061555,113.052165,南海区桂丹路碧翠豪城底商,鲜果裸蛋糕138元，佩佩猪一家188元，一帆风顺情景蛋糕208元，公主的嫁衣268元，索尼子（损友必订）268元，3D超逼真金枕榴莲蛋糕298元，3D冰淇淋慕斯298元，数字情景蛋糕（可做任何数字）328元，3D巧克力淋面汽车总动员麦昆水果蛋糕398元;,,15099864599,1,,鲜果裸蛋糕
华山泉桶装饮用水(碧翠店),送水/送奶,3.5,南海,罗村,23.06297,113.05187,南海区南海罗村碧翠豪城93号铺,满1000减50（买单立享）;200元华山泉.山泉水-矿泉水12桶套餐，228元华山泉 山泉水12桶+茶道杯1只套餐，400元华山泉.山泉水-矿泉水27桶套餐，438元华山泉 山泉水24桶+维达纸巾1抽套餐;,（周一至周六）早上8：00一下午18：00点；周日休息,0757-86439752,1,,
Only Fresh,奶茶/果汁,3.5,禅城,兆阳广场,23.01246,113.097852,禅城区创意产业园1楼,2.8元4种口味牛轧糖，每人限购一次，9元怪味花生，11元玫瑰醋，14元百香果蜜，19元柠檬条，29元手工牛轧糖，34元奥利奥牛轧糖，34元蔓越莓牛轧糖;,周一至周日 10:00-18:00,,1,,"蜂蜜,柠檬条"
华山泉桶装饮用水(小塘店),送水/送奶,0,南海,罗村,23.05943,113.04751,南海区小塘三环路开发楼21栋7号,满1000减50（买单立享）;200元华山泉.山泉水-矿泉水12桶套餐，228元华山泉 山泉水12桶+茶道杯1只套餐，400元华山泉.山泉水-矿泉水27桶套餐，438元华山泉 山泉水24桶+维达纸巾1抽套餐;,（周一至周六）早上8：00一下午18：00点，周日休息,0757-86638299,1,,
乐美私房烘焙坊,蛋糕,0,顺德,容桂,22.77883,113.30905,顺德区容桂街道骏景花园牌坊旁,原味裸蛋糕113元;,,-13703012293-/13923299347,1,,原味裸蛋糕
绝味烧鸡,粤菜,0,南海,南海区,23.122706,113.091524,南海区广云路高边广场尚客酒店首层,2-3人餐98元;,,13923129356,1,,"招牌烧排骨,招牌烧鸡,排骨腊味煲仔饭"
开心益点(秋妹饼屋),蛋糕,0,,西樵,23.152847,113.17972,西樵黄岐镇大沙市场内,78元蛋糕6选1，创意鲜果夹心蛋糕96元，99元蛋糕3选1，创意千层班载（千层蛋糕10选1）108元，118元蛋糕7选1，128元蛋糕5选1，乳脂鲜果创意蛋糕免费配送上门139.9元，10+6寸双层鲜果夹心卡通蛋糕168元，178元蛋糕5选1，188元蛋糕6选1，228元蛋糕5选1;,,15302815421,1,,
成都小吃(大良店),小吃快餐,0,顺德,大良,22.837657,113.258877,顺德区大良(中区)聚源直街三巷6号之一（文巧店隔壁）,双人餐55元起;,周一至周日 11:00-04:00,0757-22219077,1,,
澳宝岛饼屋(紫南店),蛋糕,3,禅城,禅城区,23.00155,113.002467,禅城区南庄镇季华西路紫南商贸城20号,小芭比蛋糕98元，115元蛋糕3选1，116元蛋糕5选1，芭比娃娃蛋糕128元，136元蛋糕3选1，麻将蛋糕-赌神！148元，148元蛋糕2选1，芝士蛋糕238元;,周一至周日 11:00-23:00,0757-82526336,1,,"哆啦A梦,愤怒的小鸟,芭比娃娃蛋糕,Hello kitty,麻将蛋糕-赌神！"
桂宛,顺德菜,0,顺德,伦教,22.879917,113.248622,顺德区上直路霞石小学公交站西南侧,9.5折（买单立享）;2-3人餐128元，5-6人餐198元，6-7人餐288元;,周一至周日 11:00-21:30,13923109828,1,,
慕色蛋糕店(张槎店),蛋糕,3.5,禅城,张槎,23.040342,113.100985,禅城区佛山大道23号首座两层5号,水果蛋糕88元，118元榴芒双拼，榴芒四拼128元;,,13923184369,1,,五拼慕斯
METEA觅茶(华强广场店),奶茶/果汁,5,禅城,东方广场,23.039916,113.111081,禅城区高基街209号华强广场1楼正门右侧,19.8元超值套餐;,周一至周日 11:00-23:00,0757-82035510,1,,
冧茶(北滘跃进店),奶茶/果汁,0,顺德,顺德,22.927235,113.206136,顺德区北滘镇北滘管理区办事处跃进路186号,7.9元店长推荐;26代30元;,周一至周日 11:00-21:00,0757-26604302,1,,
品福渔村,粤菜,3.5,南海,南海区,23.047249,113.160245,南海区桂城民间金融城对面（品福烧味上层）,3-4人餐98元，4-5人餐228元，6-8人餐298元;,,0757-86260863,1,,
峰誠羊壯,大排档,3.5,南海,平洲,23.025173,113.221219,南海区商业街二期1号铺新顺景大排档,双人餐40元起，3-4人餐48元;,周一至周日 夜宵 04:00-02:00,18898865294,1,,
花溪酸辣粉,其他美食,3.5,顺德,容桂,22.759953,113.259209,顺德区容桂镇花溪路11号（容桂文化楼）,8元酸辣粉，12元肥肠面，38元粉面类;8代10元;,周一至周日 09:00-23:30,15986163916,1,,
香姨饮食麻辣烫,其他美食,3.5,高明,荷城,22.893071,112.893099,高明区文华路岗头王牌坊口,18代20元;,,,1,,
麦乐迪魔幻蛋糕,蛋糕,0,,黄岐,23.12002,113.184627,黄岐河畔花园9座27号铺,动漫卡通78元，芝士蛋糕128元;,周一至周日 09:00-22:00,13392766554,1,,
窑大师窑鸡,熟食,3,南海,越秀广场,23.030218,113.146046,南海区桂城桂花园住宅区5座105铺,18元蒜香鸡脚，23元鲍汁鸭脚，65元乞丐鸡;,,15986124605,1,,
留夏西点,饮品店,3.5,南海,鸿大广场,23.051859,113.135418,南海区南一路62号丽雅苑北区2号商铺（桂江二中）,89元下午茶套餐;,周二至周日 13:00-22:00,0757-81688819/18675192515,1,,
麦拉烘焙,蛋糕,0,顺德,陈村,22.950581,113.235962,顺德区陈村镇万科缤纷四季南区10栋119号铺,8.8折（买单立享）;10元手工曲奇，轻芝士18元，香芒热情68元，水果女王蛋糕88元，水果卡通蛋糕88元，水果缤纷88元，招牌提拉米苏128元，香芒千层168元;,,15914142126,1,,
尊雅披萨,披萨,3.5,顺德,乐从,22.960672,113.082644,顺德区乐从镇新马路70号德润花园35号铺,15元意大利面套餐，48元10寸披萨套餐，78元精品套餐;,,13642423808,1,,
重庆火锅万州烤鱼,烤鱼,0,顺德,伦教,22.878567,113.20387,顺德区伦教泰宁路誉晴轩12号,2-3人餐88元，2-4人餐98元，6-8人餐188元;95代100元;,周一至周日 09:00-21:00,18820865029,1,,
堂蜜西点,西式甜品,3.5,南海,南海区,23.067484,113.176344,南海区海八东路1号中海锦城11座14铺（412，172，G6公交总站对面）,6英寸蛋糕158元起，布朗熊188元;,周一至周日 09:00-18:30,13570339328,1,,
品华居,蛋糕,0,顺德,勒流,22.866932,113.144744,顺德区光明中路17号临街铺位1-3号,9.5折（买单立享）;水果蛋糕105元;,周一至周日 06:00-22:00,0757-25339280,1,,
裕记揭阳鹅肉粿,地方小吃,0,南海,南海区,23.114837,113.179417,南海区九村路（碧豪新村A16号）,9折（买单立享）;20元狮头鹅肉饭;17代20元;,周一至周日 08:00-03:00,13202393967,1,,
从化美食坊,农家菜,0,南海,南海区,23.106617,113.160778,南海区世贸纺织城b3座15号,9折（买单立享）;双人餐98元，3-4人餐123元，3-4人餐175元;,周一至周日 午市 10:00-14:00 晚市 16:00-21:00,18666467927/13543654849,1,,
jebson(茶觉西樵店),奶茶/果汁,0,,西樵,22.961618,112.976179,西樵西樵镇樵金中路睿高广场南座五层518号（睿高广场洗车店楼上）,9.9元悠闲下午茶，19.9元超值单人餐，39.8元下午茶送洗车服务，49.8元购午餐送洗车服务，69.8元双人餐送洗车服务;,周一至周日 09:00-21:00,15088024990,1,,
味芙烘焙坊,蛋糕,0,三水,三水区,23.23423,113.01732,三水区乐丰大道嘉园便利店（百合提货点）,6英寸蛋糕43元起，数码系列之自由数码45元，黑森林53元，欧式蛋糕58元，慕思类63元，欧式类63元，欧式类65元，卡通蛋糕85元，芭比娃娃85元，单恋一支花88元，8英寸蛋糕90元起，浪漫花语118元，栗子蛋糕118元，欧式类120元，12英寸蛋糕128元起，慕思类130元，欧式类130元，心心相印136元，粟仔类170元，14英寸蛋糕209元起，祝寿旦糕209元，祝寿蛋糕239元，水果旦糕3...;,,13709659297,1,,
肥牛烧腊,快餐,0,禅城,东建世纪广场,23.010162,113.116537,禅城区石湾镇华远村铁岗路9号之三（厚辉广场西）,15元白切鸡，16元蜜汁排骨;,周一至周日 10:30-14:00 16:30-20:00,13822135522/13824533180,1,,
Sweet tooth喜甜法式甜品工作室,蛋糕,0,南海,丽日广场,23.013997,113.164212,南海区季华东路丽日广场3座,一磅15cm 鲜果动物奶油蛋糕148元;88代100元;,周一至周日 10:00-20:00,18613148915,1,,
冰雪骑士,奶茶/果汁,0,,南方广场,23.114127,113.192319,黄岐杜鹃路财源广场1楼（近古铭巴蜀骨王）,9元香辣鸡翅，10.5元百香火龙，12元珍珠奶茶+香辣鸡鸡排，12元香辣鸡排，15元当奶茶遇上华夫饼;,周一至周日 09:00-21:00,13202833889/13902806165,1,,
龍少(万科金融中心店),小龙虾,3.5,禅城,印象城,23.01241,113.12035,禅城区季华五路55号二座首层P1号商铺,双人餐78元，3-4人餐158元;,,13929133505,1,,
百变云彩,蛋糕,0,南海,天安数码城,23.023923,113.150384,南海区南新一路富豪花园北门,58元蛋糕3选1，78元蛋糕2选1，85元蛋糕4选1，布朗熊可妮兔爱心水果生日蛋糕88元，泡泡浴卡通水果蛋糕1.5磅98元，98元蛋糕3选1，99元蛋糕2选1，发光星星小王子生日蛋糕108元，月亮代表我的心发光灯生日蛋糕116元，心形玫瑰花瓣蛋糕118元，128元蛋糕3选1，128元蛋糕2选1，彩虹缤纷水果生日蛋糕128元，128元蛋糕2选1，138元蛋糕2选1，芭比娃娃蛋糕138元，138元蛋糕...;,周一至周日 06:30-22:30,0757-83039533/17725611303,1,,
特色凉糕店,地方小吃,0,顺德,容桂,22.759791,113.332934,顺德区华口骏业北路26号,3.5元外送凉糕，十份起送，仅限华口周边6公里。，3.5元单人凉糕，西瓜味，红糖味自选;,周一至周日 10:00-00:00,18716175462,1,,
一佳芙蛋糕(三山店),蛋糕,0,南海,平洲,23.02618,113.238345,南海区福誉广场二楼,118元蛋糕3选1，138元蛋糕3选1;,周一至周日 07:00-00:00,18123561083,1,,
kckd鲜榨果汁奶茶店,奶茶/果汁,0,顺德,龙江,22.850084,113.045112,顺德区龙峰大道66号后沿岗路公交站旁,9折（买单立享）;15.8元柠檬鸡爪+奶茶两份;,周一至周日 09:00-23:00,13600327769,1,,
充茶,奶茶/果汁,3.5,禅城,九鼎国际,23.012758,113.131347,禅城区季华六路3号,16.8元单人套餐;8代10元;,,13827721416,1,,
湘川美食,干锅/香锅,0,南海,九江,22.832496,113.008473,南海区九江步行街篮球场旁,双人餐48元起，3人餐105元，4人餐118元;,周一至周日 17:00-02:00,13143190049,1,,
馋嘴烤鱼,烤鱼,0,南海,平洲,23.030337,113.20168,南海区平洲明德路七巷五号（平洲六村市场）,双人餐58元起，3-4人餐128元;,周一至周日 10:30-14:00 16:00-04:00,13101020088/18575855160,1,,
椒点新派川菜,川菜,0,南海,里水,23.191699,113.199066,南海区草场大道糖果社区3期对面,单人餐36.8元，3人餐88.8元，5-6人餐138.8元;88代100元;,周一至周日 11:00-21:00,13602716682,1,,
